258,61,2002
265,38,2011
267,58,2003
269,59,2001
283,62,2004
285,39,1015
286,37,1014
287,35,1013
288,36,1012
289,34,1005
290,33,1011
291,31,1003
292,32,1004
293,30,1002
294,9,2005
295,29,1001
314,11,2013
315,13,2015
317,2,2014
318,27,2012
320,125,3014
321,123,3015
323,126,3012
325,102,3005
327,75,3003
328,66,3002
330,122,3013
332,73,3011
334,91,3004
335,77,3001
349,103,4001
350,101,4002
351,99,4003
352,100,4004
353,98,4011
354,97,4005
355,95,4013
356,96,4012
357,94,4014
359,93,4015
